date,open,high,low,close,change_pct
2004-03-25,2683.2,2726.2,2652.7,2687.8,-1.2891
2004-03-26,2671.9001,2708.5,2635.2,2672.2,-0.5804
2004-03-29,2656.7,2692.1001,2612.6001,2633.2,-1.4595
2004-03-30,2590.0,2626.2,2555.9001,2598.2,-1.3292
2004-03-31,2592.3,2641.1001,2568.2,2616.5,0.7043
2004-04-01,2630.8,2673.5,2603.7,2648.8,1.2345
2004-04-02,2691.7,2736.3,2665.1001,2706.1001,2.1632
2004-04-05,2775.6001,2820.5,2729.4001,2782.4001,2.8196
2004-04-06,2831.0,2879.4001,2790.7,2851.9001,2.4978
2004-04-07,2894.4001,2938.4001,2853.4001,2889.8,1.3289
